KEGG_ko	Symbol	Name
ko:K18097	GCY1	glycerol 2-dehydrogenase (NADP+) [EC:1.1.1.156]
ko:K18155	AEP3	ATPase expression protein 3, mitochondrial
ko:K18156	ATP23, XRCC6BP1	mitochondrial inner membrane protease ATP23 [EC:3.4.24.-]
ko:K18158	NCA2	nuclear control of ATPase protein 2
ko:K18167	SDHAF1	succinate dehydrogenase assembly factor 1
ko:K18168,ko:K20352		
ko:K18170	LYRM7, MZM1	complex III assembly factor LYRM7
ko:K18171	CMC1	COX assembly mitochondrial protein 1
ko:K18172	CMC2	COX assembly mitochondrial protein 2
ko:K18173	COA1	cytochrome c oxidase assembly factor 1
ko:K18174	COA2	cytochrome c oxidase assembly factor 2
ko:K18176	COA3	cytochrome c oxidase assembly factor 3, fungi type
ko:K18177	COA4	cytochrome c oxidase assembly factor 4
ko:K18178	COA5, PET191	cytochrome c oxidase assembly factor 5
ko:K18179	COA6	cytochrome c oxidase assembly factor 6
ko:K18181	COX14	cytochrome c oxidase assembly factor 14
ko:K18182	COX16	cytochrome c oxidase assembly protein subunit 16
ko:K18183	COX19	cytochrome c oxidase assembly protein subunit 19
ko:K18184	COX20	cytochrome c oxidase assembly protein subunit 20
ko:K18185	COX23	cytochrome c oxidase assembly protein subunit 23
ko:K18187	PET100F	protein PET100, fungi type
ko:K18188	PET117	protein PET117
ko:K18191	FMC1	ATP synthase assembly factor FMC1, mitochondrial
ko:K18192	ATP10	mitochondrial ATPase complex subunit ATP10
ko:K18203	LCMT1	[phosphatase 2A protein]-leucine-carboxy methyltransferase [EC:2.1.1.233]
ko:K18204,ko:K21618		
ko:K18278	THI5	pyrimidine precursor biosynthesis enzyme
ko:K18327	REXO4, REX4	RNA exonuclease 4 [EC:3.1.-.-]
ko:K18328	DBR1	lariat debranching enzyme [EC:3.1.-.-]
ko:K18342	OTUD6	OTU domain-containing protein 6 [EC:3.4.19.12]
ko:K18369	adh2	alcohol dehydrogenase [EC:1.1.1.-]
ko:K18423	CSE1, CAS, XPO2	exportin-2 (importin alpha re-exporter)
ko:K18442	ARFGEF, BIG	brefeldin A-inhibited guanine nucleotide-exchange protein
ko:K18443	GBF1	golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1
ko:K18466	VPS26A_B	vacuolar protein sorting-associated protein 26A/B
ko:K18468	VPS35	vacuolar protein sorting-associated protein 35
ko:K18469	TBC1D5	TBC1 domain family member 5
ko:K18477	RMT2	type IV protein arginine methyltransferase [EC:2.1.1.322]
ko:K18532	AK6, FAP7	adenylate kinase [EC:2.7.4.3]
ko:K18550	ISN1	IMP and pyridine-specific 5'-nucleotidase [EC:3.1.3.99 3.1.3.-]
ko:K18551	SDT1	pyrimidine and pyridine-specific 5'-nucleotidase [EC:3.1.3.-]
ko:K18561	FRD	FAD-dependent fumarate reductase [EC:1.3.8.-]
ko:K18573	ICP55	intermediate cleaving peptidase 55 [EC:3.4.11.26]
ko:K18584	ACTR3, ARP3	actin-related protein 3
ko:K18586	COQ4	ubiquinone biosynthesis protein COQ4
ko:K18587	COQ9	ubiquinone biosynthesis protein COQ9
ko:K18588	COQ10	coenzyme Q-binding protein COQ10
ko:K18599	JNM1	nuclear migration protein JNM1
ko:K18600	LDB18	potein LDB18
ko:K18624	MAEA, EMP	macrophage erythroblast attacher
ko:K18626	TCHH	trichohyalin
ko:K18637	AXL2	axial budding pattern protein 2
ko:K18638	BNI4	protein BNI4
ko:K18639	KCC4	serine/threonine-protein kinase KCC4 [EC:2.7.11.1]
ko:K18655	DDX19, DBP5	ATP-dependent RNA helicase DDX19/DBP5 [EC:3.6.4.13]
ko:K18658	ASH1	transcriptional regulatory protein ASH1
ko:K18664	SLH1	antiviral helicase SLH1 [EC:3.6.4.13]
ko:K18667	ASCC2	activating signal cointegrator complex subunit 2
ko:K18670	YAK1	dual specificity protein kinase YAK1 [EC:2.7.12.1]
ko:K18693	DPP1, DPPL, PLPP4_5	diacylglycerol diphosphate phosphatase / phosphatidate phosphatase [EC:3.6.1.75 3.1.3.4]
ko:K18696	GDE1	glycerophosphodiester phosphodiesterase [EC:3.1.4.46]
ko:K18712	HPR1	THO complex subunit HPR1
ko:K18713	THP2	THO complex subunit THP2
ko:K18714	MFT1	THO complex subunit MFT1
ko:K18715	NUP159	nucleoporin NUP159
ko:K18716	NUP42, RIP1	nucleoporin NUP42
ko:K18718	NUP60	nucleoporin NUP60
ko:K18719	NUP82	nucleoporin NUP82
ko:K18721	NUP1	nucleoporin NUP1
ko:K18722	NUP2	nucleoporin NUP2
ko:K18723	GLE1	nucleoporin GLE1
ko:K18724	POM34	nucleoporin POM34
ko:K18725	POM152	nucleoporin POM152
ko:K18726	FAF2, UBXD8	FAS-associated factor 2
ko:K18730	GIGYF	PERQ amino acid-rich with GYF domain-containing protein
ko:K18731	GFD1	mRNA transport factor GFD1
ko:K18732	SARNP, CIP29, THO1	SAP domain-containing ribonucleoprotein
ko:K18736	SHE2	SWI5-dependent HO expression protein 2
ko:K18737	SHE3	SWI5-dependent HO expression protein 3
ko:K18738	HEK	heterogeneous nuclear rnp K-like protein
ko:K18748	SSD1	protein SSD1
ko:K18749	LSM14, RAP55, SCD6	protein LSM14
ko:K18752	TNPO1, IPO2, KPNB2	transportin-1
ko:K18757	LARP1	la-related protein 1
ko:K18759	EDC1_2	enhancer of mRNA-decapping protein 1/2
ko:K18798	AFG1, LACE1	peroxisome-assembly ATPase [EC:3.6.4.7]
ko:K18802	DUG3	glutamine amidotransferase
ko:K18803	HPM1	protein-histidine N-methyltransferase [EC:2.1.1.85]
ko:K18804	CTM1	[cytochrome c]-lysine N-methyltransferase [EC:2.1.1.59]
ko:K18849	BMT2	25S rRNA (adenine2142-N1)-methyltransferase [EC:2.1.1.286]
ko:K18852	HPA3	D-amino-acid N-acetyltransferase [EC:2.3.1.36]
ko:K18914	FDXR	adrenodoxin-NADP+ reductase [EC:1.18.1.6]
ko:K18932	ZDHHC	palmitoyltransferase [EC:2.3.1.225]
ko:K18980	EO, FaQR	2-methylene-furan-3-one reductase [EC:1.3.1.105]
ko:K19001	HELLS, DDM1	ATP-dependent DNA helicase
ko:K19029	PFKFB2	6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 2 [EC:2.7.1.105 3.1.3.46]
ko:K19030	PFKFB4	6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 4 [EC:2.7.1.105 3.1.3.46]
ko:K19054	FXN	frataxin [EC:1.16.3.1]
ko:K19177	NUS1	dehydrodolichyl diphosphate syntase complex subunit NUS1 [EC:2.5.1.87]
ko:K19202	SAP30	histone deacetylase complex subunit SAP30
ko:K19306	BUD23	18S rRNA (guanine1575-N7)-methyltransferase [EC:2.1.1.309]
ko:K19307	BMT5	25S rRNA (uracil2634-N3)-methyltransferase [EC:2.1.1.313]
ko:K19308	BMT6	25S rRNA (uracil2843-N3)-methyltransferase [EC:2.1.1.312]
ko:K19323	ATXN10	ataxin-10
ko:K19327	ANO10, TMEM16K	anoctamin-10
ko:K19386	POS5	NADH kinase [EC:2.7.1.86]
ko:K19475	WIPF	WAS/WASL-interacting protein
ko:K19476	IST1	vacuolar protein sorting-associated protein IST1
ko:K19487	SFP1	transcription factor SFP1
ko:K19525	VPS13A_C	vacuolar protein sorting-associated protein 13A/C
ko:K19564	CTR, HNM1	choline transport protein
ko:K19565	BIO5	8-amino-7-oxononanoate transporter
ko:K19589	N6AMT1	release factor glutamine methyltransferase [EC:2.1.1.297]
ko:K19619	TDP2	tyrosyl-DNA phosphodiesterase 2 [EC:3.1.4.-]
ko:K19703	FA2H, SCS7	4-hydroxysphinganine ceramide fatty acyl 2-hydroxylase [EC:1.14.18.6]
ko:K19704	PTC1	protein phosphatase PTC1 [EC:3.1.3.16]
ko:K19705	PTC4	protein phosphatase PTC4 [EC:3.1.3.16]
ko:K19708	PTC6, AUP1	protein phosphatase PTC6 [EC:3.1.3.16 3.1.3.43]
ko:K19717	ATG33	autophagy-related protein 33
ko:K19718	BRE5	UBP3-associated protein BRE5
ko:K19720	COL3A	collagen type III alpha
ko:K19770	RNASEK	ribonuclease kappa [EC:3.1.-.-]
ko:K19781	HMI1	ATP-dependent DNA helicase HMI1, mitochondrial [EC:5.6.2.4]
ko:K19782	DSS1, MSU1	exoribonuclease II, mitochondrial [EC:3.1.13.1]
ko:K19783	HCS1	DNA polymerase alpha-associated DNA helicase A [EC:5.6.2.3]
ko:K19785	POF1	nicotinamide-nucleotide adenylyltransferase [EC:2.7.7.1]
ko:K19786	IPK1	inositol-pentakisphosphate 2-kinase [EC:2.7.1.158]
ko:K19787	CARNMT1	carnosine N-methyltransferase [EC:2.1.1.22]
ko:K19788	OLA1	obg-like ATPase 1
ko:K19791	FET3_5	iron transport multicopper oxidase
ko:K19792	FET4	low-affinity ferrous iron transport protein
ko:K19798,ko:K19799		
ko:K19799	RPH1	DNA damage-responsive transcriptional repressor / [histone H3]-trimethyl-L-lysine36 demethylase [EC:1.14.11.69]
ko:K19801	PI4KB	phosphatidylinositol 4-kinase B [EC:2.7.1.67]
ko:K19806	PTP2_3	tyrosine-protein phosphatase 2/3 [EC:3.1.3.48]
ko:K19808	ARG80, ARGR1	arginine metabolism regulation protein I
ko:K19815	HOT1	high-osmolarity-induced transcription protein 1
ko:K19816	MSS11	transcription activator MSS11
ko:K19828	MTG1	mitochondrial GTPase 1
ko:K19829	GEP3, MTG3	genetic interactor of prohibitins 3, mitochondrial
ko:K19830	YCK3	casein kinase I homolog 3 [EC:2.7.11.1]
ko:K19838	SST2	GTPase-activating protein SST2
ko:K19841	STE50	protein STE50
ko:K19842	ROM1_2	RHO1 GDP-GTP exchange protein 1/2
ko:K19842,ko:K19843		
ko:K19844	BEM2	GTPase-activating protein BEM2
ko:K19845	SAC7	GTPase-activating protein SAC7
ko:K19846	SPA2	protein SPA2
ko:K19848	HKR1	signaling mucin HKR1
ko:K19849	MSB2	signaling mucin MSB2
ko:K19850	OPY2	protein OPY2
ko:K19851,ko:K22493		
ko:K19852	KIN1_2	serine/threonine protein kinase KIN1/2 [EC:2.7.11.1]
ko:K19877	CHS5	chitin biosynthesis protein CHS5
ko:K19880	CHS6, BCH2	Chs5-Arf1p-binding protein CHS6/BCH2
ko:K19881	BUD7, BCH1	Chs5-Arf1p-binding protein BUD7/BCH1
ko:K19898,ko:K22493		
ko:K19932	NCS1	neuronal calcium sensor 1
ko:K19940	SEC2	Rab guanine nucleotide exchange factor SEC2
ko:K19950	SEC9	protein transport protein SEC9
ko:K19951	TBC1D8_9	TBC1 domain family member 8/9
ko:K19952	RABIF, MSS4, DSS4	guanine nucleotide exchange factor
ko:K19953	GRTP1, TBC1D6, MSB3_4	TBC1 domain family member 6
ko:K19983	EXOC1, SEC3	exocyst complex component 1
ko:K19984	EXOC5, SEC10	exocyst complex component 5
ko:K19985	EXOC6, SEC15	exocyst complex component 6
ko:K19986	EXOC8, SEC84	exocyst complex component 8
ko:K19992	MSO1	protein MSO1
ko:K19996	SFH5	phosphatidylinositol transfer protein SFH5
ko:K19998	SCFD1, SLY1	sec1 family domain-containing protein 1
ko:K20003	ZDHHC4, SWF1	palmitoyltransferase ZDHHC4 [EC:2.3.1.225]
ko:K20028	ZDHHC2_15_20	palmitoyltransferase ZDHHC2/15/20 [EC:2.3.1.225]
ko:K20032	ZDHHC13_17, HIP14	palmitoyltransferase ZDHHC13/17 [EC:2.3.1.225]
ko:K20039	FDC1	phenacrylate decarboxylase [EC:4.1.1.102]
ko:K20040	HIP1R, SLA2	huntingtin-interacting protein 1-related protein
ko:K20042	FCHO	F-BAR domain only protein
ko:K20044	PICALM	phosphatidylinositol-binding clathrin assembly protein
ko:K20046	SLA1	actin cytoskeleton-regulatory complex protein SLA1
ko:K20047	PAN1	actin cytoskeleton-regulatory complex protein PAN1
ko:K20048	END3	actin cytoskeleton-regulatory complex protein END3
ko:K20059	LDB19, ART1	arrestin-related trafficking adapter 1
ko:K20060	ECM21, CSR2, ART2_8	arrestin-related trafficking adapter 2/8
ko:K20061	ALY1_2, ART3_6	arrestin-related trafficking adapter 3/6
ko:K20062	ART4_5_7	arrestin-related trafficking adapter 4/5/7
ko:K20063	RIM8, ART9	arrestin-related trafficking adapter 9
ko:K20102	YTHDF	YTH domain-containing family protein
ko:K20120	BIN3	bridging integrator 3
ko:K20121	FNBP1	formin-binding protein 1
ko:K20131	RABGEF1	Rab5 GDP/GTP exchange factor
ko:K20168	TBC1D15	TBC1 domain family member 15
ko:K20177	VPS3, TGFBRAP1	vacuolar protein sorting-associated protein 3
ko:K20178	VPS8	vacuolar protein sorting-associated protein 8
ko:K20179	VPS11, PEP5	vacuolar protein sorting-associated protein 11
ko:K20180	VPS16	vacuolar protein sorting-associated protein 16
ko:K20181	VPS18, PEP3	vacuolar protein sorting-associated protein 18
ko:K20182	VPS33A	vacuolar protein sorting-associated protein 33A
ko:K20183	VPS39, VAM6	Vam6/Vps39-like protein vacuolar protein sorting-associated protein 39
ko:K20184	VPS41	vacuolar protein sorting-associated protein 41
ko:K20195	MON1	vacuolar fusion protein MON1
ko:K20221	IPO4, RANBP4	importin-4
ko:K20222	IPO5, KPNB3, RANBP5	importin-5
ko:K20223	IPO7, RANBP7	importin-7
ko:K20224	IPO9, RANBP9	importin-9
ko:K20237	NUD1	protein NUD1
ko:K20238	E2.1.1.317	sphingolipid C9-methyltransferase [EC:2.1.1.317]
ko:K20241	WDR44, RAB11BP	WD repeat-containing protein 44
ko:K20279	SYNJ	synaptojanin [EC:3.1.3.36]
ko:K20280	TRAPPC5, TRS31	trafficking protein particle complex subunit 5
ko:K20286	TMF1	TATA element modulatory factor
ko:K20290	COG3, SEC34	conserved oligomeric Golgi complex subunit 3
ko:K20291	COG4, COD1	conserved oligomeric Golgi complex subunit 4
ko:K20293	COG6, COD2	conserved oligomeric Golgi complex subunit 6
ko:K20295	COG8	conserved oligomeric Golgi complex subunit 8
ko:K20297	VPS51	vacuolar protein sorting-associated protein 51
ko:K20298	VPS52	vacuolar protein sorting-associated protein 52
ko:K20299	VPS53	vacuolar protein sorting-associated protein 53
ko:K20300	TRAPPC1, BET5	trafficking protein particle complex subunit 1
ko:K20301	TRAPPC2, TRS20	trafficking protein particle complex subunit 2
ko:K20302	TRAPPC3, BET3	trafficking protein particle complex subunit 3
ko:K20303	TRAPPC4, TRS23	trafficking protein particle complex subunit 4
ko:K20305	TRAPPC8, TRS85	trafficking protein particle complex subunit 8
ko:K20306	TRAPPC9, TRS120	trafficking protein particle complex subunit 9
ko:K20307	TRAPPC10, TRS130	trafficking protein particle complex subunit 10
ko:K20311	TRS65	trafficking protein particle complex II-specific subunit 65
ko:K20312	TCA17	TRAPP-associated protein TCA17
ko:K20316	SCOC	short coiled-coil protein
ko:K20318	SYS1	protein SYS1
ko:K20346	TMED4_9_11	p24 family protein alpha
ko:K20347	TMED2, EMP24	p24 family protein beta-1
ko:K20352	TMED10, ERV25	p24 family protein delta-1
ko:K20353	SEC16	COPII coat assembly protein SEC16
ko:K20359	RABAC1, PRAF1	PRA1 family protein 1
ko:K20360	TBC1D22, GYP1	TBC1 domain family member 2
ko:K20362	YIF1	protein transport protein YIF1
ko:K20363	YIPF5_7, YIP1	protein YIPF5/7
ko:K20366	ERGIC2, ERV41	endoplasmic reticulum-Golgi intermediate compartment protein 2
ko:K20367	ERGIC3, ERV46	endoplasmic reticulum-Golgi intermediate compartment protein 3
ko:K20368	CNIH, ERV14	protein cornichon
ko:K20369	ERV29, SURF4	ER-derived vesicles protein
ko:K20372	TBC1D20, GYP8	TBC1 domain family member 20
ko:K20403	TTI1	TELO2-interacting protein 1
ko:K20404	DEPDC5, SEA1	SEA/GATOR complex protein SEA1/DEPDC5
ko:K20405	NPRL2, NPR2	nitrogen permease regulator 2
ko:K20406	NPRL3, NPR3	nitrogen permease regulator 3
ko:K20407	MIOS, MIO, SEA4	SEA/GATOR complex protein SEA4/MIOS
ko:K20408	WDR24, SEA2	SEA/GATOR complex protein SEA2/WDR24
ko:K20409	WDR59, SEA3	SEA/GATOR complex protein SEA3/WDR59
ko:K20410	MAPKAP1, SIN1, AVO1	target of rapamycin complex 2 subunit MAPKAP1/AVO1
ko:K20456	OSBP	oxysterol-binding protein 1
ko:K20457	DHFS	dihydrofolate synthase [EC:6.3.2.12]
ko:K20463	OSBPL3_6_7, ORP3_6_7	oxysterol-binding protein-related protein 3/6/7
ko:K20465	OSBPL9_10_11, ORP9_10_11	oxysterol-binding protein-related protein 9/10/11
ko:K20471	COPD, ARCN1, RET2	coatomer subunit delta
ko:K20472	COPZ, RET3	coatomer subunit zeta
ko:K20474	RINT1, TIP20	RAD50-interacting protein 1
ko:K20475	SEC39, DSL3	protein transport protein SEC39
ko:K20476	RIC1	RAB6A-GEF complex partner protein 1
ko:K20477	RGP1	RAB6A-GEF complex partner protein 2
ko:K20498	DSD1	D-serine ammonia-lyase [EC:4.3.1.18]
ko:K20520	DBNL, ABP1	drebrin-like protein
ko:K20521	BBC1, MTI1	myosin tail region-interacting protein MTI1
ko:K20522	LSB1_2	LAS seventeen-binding protein 1/2
ko:K20523	SH3YL1	SH3 domain-containing YSC84-like protein 1
ko:K20524	LSB5	LAS seventeen-binding protein 5
ko:K20526	TAGLN	transgelin
ko:K20643	RGD1	Rho GTPase-activating protein RGD1
ko:K20724	TMEM33	transmembrane protein 33
ko:K20780	MDC1	mediator of DNA damage checkpoint protein 1
ko:K20791	NAA10_11, ARD1_2	N-alpha-acetyltransferase 10/11 [EC:2.3.1.255]
ko:K20792	NAA15_16	N-alpha-acetyltransferase 15/16, NatA auxiliary subunit
ko:K20793	NAA50, NAT5	N-alpha-acetyltransferase 50 [EC:2.3.1.258 2.3.1.309]
ko:K20794	NAA40, NAT4	N-alpha-acetyltransferase 40 [EC:2.3.1.257]
ko:K20803	UBE3D	ubiquitin-protein ligase E3 D [EC:2.3.2.26]
ko:K20815	NAT2	N-terminal acetyltransferase 2
ko:K20823	NAA35, MAK10	N-alpha-acetyltransferase 35, NatC auxiliary subunit
ko:K20824	NAA38	N-alpha-acetyltransferase 38, NatC auxiliary subunit
ko:K20826	RPAP1	RNA polymerase II-associated protein 1
ko:K20827	RPAP2	RNA polymerase II-associated protein 2 [EC:3.1.3.16]
ko:K20872	NEK2	serine/threonine-protein kinase Nek2 [EC:2.7.11.1]
ko:K20989	DUR3	urea-proton symporter
ko:K21027	TRMU, SLM3	tRNA-5-taurinomethyluridine 2-sulfurtransferase [EC:2.8.1.14]
ko:K21141	ATG27	autophagy-related protein 27
ko:K21143	ATG29	autophagy-related protein 29
ko:K21144	ATG31	autophagy-related protein 31
ko:K21145	ATG38	autophagy-related protein 38
ko:K21155	VAM3	syntaxin VAM3
ko:K21156	CCZ1	vacuolar fusion protein CCZ1
ko:K21157	SAK1	SNF1-activating kinase 1 [EC:2.7.11.1]
ko:K21157,ko:K21158		
ko:K21197	PCL5, pas1	PHO85 cyclin-5
ko:K21391	ADN3	adhesion defective protein 3
ko:K21456	GSS	glutathione synthase [EC:6.3.2.3]
ko:K21543	CRZ1, CRZA	transcription factor CRZ1
ko:K21544	NSF1, BCR1, DVRA	C2H2 transcription facotor
ko:K21545	MNL1, SEB1, SEBA, COM2	C2H2 transcription facotor
ko:K21594	GUF1	translation factor GUF1, mitochondrial [EC:3.6.5.-]
ko:K21618	DLD3	(R)-2-hydroxyglutarate---pyruvate transhydrogenase [EC:1.1.99.40]
ko:K21627	IFH1	protein IFH1
ko:K21628	MSA1	G1-specific transcription factors activator MSA1
ko:K21631	GTI1, PAC2, WOR1	Gti1/Pac2 family transcription factor
ko:K21641	RGT1	glucose transport transcription regulator RGT1
ko:K21642	OPI1	transcriptional repressor OPI1
ko:K21646	GCR1	glycolytic genes transcriptional activator GCR1
ko:K21671	GCR2	glycolytic genes transcriptional activator GCR2
ko:K21751	DR1, NC2-beta	down-regulator of transcription 1
ko:K21752	DRAP1, NC2-alpha	Dr1-associated corepressor
ko:K21766	TBCC	tubulin-specific chaperone C
ko:K21767	TBCD	tubulin-specific chaperone D
ko:K21768	TBCE	tubulin-specific chaperone E
ko:K21797	SAC1, SACM1L	phosphatidylinositol 4-phosphatase [EC:3.1.3.-]
ko:K21804	METTL21A	protein N-lysine methyltransferase METTL21A [EC:2.1.1.-]
ko:K21806	VCPKMT, METTL21D	protein N-lysine methyltransferase METTL21D [EC:2.1.1.-]
ko:K21842	EFR3	protein EFR3
ko:K21845	YPP1	cargo-transport protein YPP1
ko:K21848	ARV1	lipid intermediate transporter
ko:K21849	KEG1	beta-1,6-glucan synthesis-associated protein KEG1
ko:K21850	KRE6	beta-glucan synthesis-associated protein KRE6
ko:K21864	CCH1	voltage-dependent calcium channel
ko:K21989	TMEM63, CSC1	calcium permeable stress-gated cation channel
ko:K21991	UNC45	protein unc-45
ko:K21996	SNX41_42	sorting nexin-41/42
ko:K22008	PSK1	serine/threonine-protein kinase Psk1 [EC:2.7.11.1]
ko:K22009	MCK1	protein kinase MCK1
ko:K22063	ISCA1	iron-sulfur cluster assembly 1
ko:K22066	BOLA1	BolA-like protein 1
ko:K22068	ISCU	iron-sulfur cluster assembly enzyme ISCU, mitochondrial
ko:K22069	LYRM4	LYR motif-containing protein 4
ko:K22071	FDX2	ferredoxin-2, mitochondrial
ko:K22072	ISCA2	iron-sulfur cluster assembly 2
ko:K22073	IBA57	transferase CAF17, mitochondrial [EC:2.1.-.-]
ko:K22074	NFU1, HIRIP5	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial
ko:K22075	BOLA3	BolA-like protein 3
ko:K22124	GLIT, ACLT	gliotoxin/aspirochlorine biosynthesis thioredoxin reductase [EC:1.8.1.-]
ko:K22132	tcdA	tRNA threonylcarbamoyladenosine dehydratase
ko:K22133	AAE3	oxalate---CoA ligase [EC:6.2.1.8]
ko:K22138	MPC1	mitochondrial pyruvate carrier 1
ko:K22139	MPC2	mitochondrial pyruvate carrier 2
ko:K22140	MGM1	dynamin-like GTPase MGM1, mitochondrial
ko:K22193	GPR89, GPHR	golgi pH regulator
ko:K22211	GLX3, HSP31	D-lactate dehydratase [EC:4.2.1.130]
ko:K22238	BLI1	biogenesis of lysosome-related organelles complex 1 subunit BLI1
ko:K22239	BLS1	biogenesis of lysosome-related organelles complex 1 subunit BLS1
ko:K22240	CNL1	biogenesis of lysosome-related organelles complex 1 subunit CNL1
ko:K22241	SNN1	biogenesis of lysosome-related organelles complex 1 subunit SNN1
ko:K22242	VAB2	biogenesis of lysosome-related organelles complex 1 subunit VAB2
ko:K22243	KXD1	biogenesis of lysosome-related organelles complex 1 subunit KXD1
ko:K22255	ATPIF1	ATPase inhibitor, mitochondrial
ko:K22258	ATG36	autophagy-related protein 36
ko:K22260	PEX15	peroxin-15
ko:K22262	WDFY3, ALFY	WD repeat and FYVE domain-containing protein 3
ko:K22264	NVJ1	nucleus-vacuole junction protein 1
ko:K22285	OSBPL8, ORP8	oxysterol-binding protein-related protein 8
ko:K22315	SHB17	sedoheptulose-bisphosphatase [EC:3.1.3.37]
